0,6,15,0
1,6,15,5
2,6,15,6
1025,6,15,4
2049,6,15,2
2050,6,15,3
2051,6,15,0
1025,0,15,0
1025,1,15,6
1025,2,15,2
1025,11,15,2
1025,12,15,4
1025,13,15,0
